340,358,18,55
340,358,18,55
340,358,18,55
336,359,18,53
336,359,18,53
336,359,18,53
332,358,18,54
332,358,18,54
327,357,19,57
323,356,19,58
319,357,19,57
320,358,18,55
316,358,18,55
316,358,18,55
312,362,18,55
312,362,18,55
312,362,18,55
308,362,18,55
308,366,18,55
304,366,18,55
304,366,18,55
304,370,18,55
304,370,18,55
304,370,18,55
304,370,18,55
300,370,18,55
300,374,18,55
300,374,18,55
296,374,18,55
296,374,18,55
296,374,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
296,378,18,55
292,378,18,55
292,378,18,55
292,374,18,55
292,374,18,55
292,374,18,55
292,374,18,55
292,374,18,55
292,374,18,55
292,374,18,55
292,374,18,55
292,378,18,55
292,378,18,55
292,378,18,55
288,378,18,55
288,378,18,55
288,378,18,55
284,382,18,55
284,382,18,55
284,382,18,55
280,386,18,55
280,386,18,55
280,386,18,55
276,386,18,55
276,386,18,55
276,386,18,55
276,382,18,55
272,382,18,55
272,382,18,55
272,378,18,55
272,378,18,55
272,374,18,55
272,374,18,55
268,374,18,55
268,370,18,55
268,370,18,55
264,370,18,55
264,370,18,55
264,370,18,55
264,370,18,55
264,370,18,55
264,374,18,55
264,374,18,55
264,370,18,55
260,370,18,55
260,370,18,55
260,366,18,55
260,366,18,55
256,366,18,55
256,366,18,55
252,370,18,55
252,366,18,55
252,366,18,55
248,366,18,55
248,366,18,55
248,362,18,55
248,362,18,55
248,362,18,55
248,362,18,55
248,362,18,55
248,362,18,55
244,362,18,55
244,362,18,55
244,362,18,55
244,362,18,55
240,362,18,55
240,362,18,55
240,366,18,55
240,366,18,55
240,362,18,55
240,362,18,55
240,362,18,55
244,358,18,55
248,354,18,55
252,350,18,55
252,346,18,55
248,350,18,55
248,350,18,55
252,346,18,55
252,346,18,55
252,350,18,55
256,350,18,55
256,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,350,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
260,346,18,55
256,350,18,55
256,354,18,55
252,354,18,55
252,354,18,55
248,358,18,55
244,358,18,55
244,358,18,55
244,354,18,55
244,354,18,55
244,354,18,55
244,354,18,55
240,354,18,55
240,358,18,55
240,358,18,55
236,362,18,55
236,362,18,55
236,358,18,55
236,358,18,55
231,361,19,57
231,360,20,59
231,355,20,60
226,354,21,62
226,353,21,64
222,349,22,65
222,349,22,65
222,344,22,66
218,343,22,68
217,343,23,69
217,342,23,70
213,341,24,72
213,341,24,72
213,341,24,73
212,340,25,75
212,343,25,76
212,342,26,78
212,342,26,79
207,345,27,81
207,345,27,81
203,345,27,81
203,348,27,82
199,347,28,84
195,347,28,84
195,346,28,86
195,346,28,86
190,350,29,87
190,345,29,89
190,344,30,91
185,347,31,93
185,350,31,94
185,350,31,94
181,350,31,94
177,349,32,96
177,348,32,98
177,352,32,98
176,355,33,100
172,354,34,102
168,357,34,104
168,361,34,104
168,365,34,104
167,364,35,106
163,364,35,106
163,363,36,108
159,366,36,110
158,365,37,113
158,364,38,115
153,363,39,117
149,365,39,120
145,361,39,120
141,356,40,122
141,356,40,122
140,351,41,124
140,343,41,124
144,342,42,127
147,341,43,129
151,345,43,129
151,339,44,132
155,334,44,135
155,335,44,132
159,335,44,132
163,335,44,132
163,339,44,132
163,339,44,132
163,343,44,132
163,343,44,132
163,342,44,135
163,346,44,135
162,349,45,137
162,349,45,137
162,347,46,140
162,351,46,140
162,351,46,140
158,351,46,140
158,347,46,140
158,347,46,140
158,347,46,140
158,343,46,140
158,347,46,140
158,339,46,140
158,331,46,140
158,335,46,140
158,339,46,140
158,341,45,137
154,335,46,140
154,337,45,137
155,334,44,135
154,333,45,137
154,329,45,137
154,325,45,137
154,321,45,137
154,321,45,137
154,321,45,137
154,325,45,137
154,329,45,137
154,329,45,137
154,329,45,137
154,329,45,137
154,325,45,137
154,325,45,137
154,325,45,137
154,321,45,137
154,317,45,137
154,317,45,137
154,317,45,137
154,317,45,137
154,321,45,137
154,317,45,137
154,309,45,137
154,305,45,137
154,301,45,137
154,293,45,137
154,289,45,137
154,285,45,137
154,289,45,137
154,289,45,137
154,289,45,137
154,293,45,137
154,297,45,137
154,297,45,137
154,297,45,137
154,297,45,137
154,301,45,137
154,301,45,137
154,305,45,137
154,305,45,137
158,301,45,137
158,297,45,137
162,293,45,137
162,293,45,137
162,297,45,137
163,298,44,135
163,302,44,135
167,306,44,135
171,306,44,135
175,310,44,135
179,311,44,132
183,315,44,132
187,310,44,135
186,309,45,137
186,305,45,137
191,306,44,135
191,306,44,135
191,306,44,135
191,306,44,135
191,310,44,135
191,306,44,135
191,306,44,135
191,307,44,132
191,309,43,129
191,309,43,129
191,309,43,129
99,343,43,129
103,343,43,129
113,350,43,129
113,350,43,129
123,357,43,129
123,357,43,129
128,362,42,127
128,366,42,127
146,378,42,127
150,378,42,127
150,380,41,124
151,381,40,122
151,377,40,122
151,381,40,122
151,381,40,122
151,377,40,122
151,377,40,122
151,373,40,122
172,394,41,124
176,392,42,127
180,392,42,127
180,392,42,127
180,388,42,127
180,384,42,127
180,380,42,127
180,380,42,127
180,380,42,127
180,380,42,127
180,384,42,127
180,384,42,127
180,388,42,127
180,388,42,127
180,392,42,127
180,392,42,127
180,392,42,127
180,392,42,127
180,396,42,127
180,396,42,127
180,396,42,127
180,402,41,124
180,402,41,124
180,398,41,124
180,398,41,124
180,394,41,124
181,391,40,122
181,391,40,122
181,387,40,122
181,387,40,122
181,388,39,120
181,393,39,117
181,393,39,117
181,393,39,117
181,392,39,120
181,396,39,120
181,396,39,120
181,397,39,117
181,393,39,117
181,389,39,117
181,385,39,117
181,389,39,117
181,393,39,117
182,394,38,115
182,391,37,113
182,391,37,113
182,395,37,113
182,395,37,113
182,395,37,113
182,398,38,115
182,402,38,115
182,406,38,115
182,406,38,115
182,410,38,115
178,411,37,113
174,414,38,115
170,414,38,115
170,418,38,115
170,418,38,115
170,418,38,115
170,419,37,113
170,419,37,113
170,419,37,113
170,419,37,113
166,423,37,113
166,427,37,113
170,431,37,113
170,435,37,113
174,435,37,113
179,441,36,110
182,443,37,113
187,445,36,110
191,446,36,108
195,445,36,110
199,445,36,110
203,446,36,108
206,443,37,113
206,438,38,115
206,434,38,115
209,433,39,117
209,433,39,117
209,433,39,117
209,429,39,117
209,425,39,117
209,424,39,120
209,425,39,117
209,425,39,117
209,421,39,117
210,422,38,115
211,429,36,110
210,435,37,113
262,430,37,113
262,430,37,113
262,430,37,113
262,426,37,113
262,426,37,113
262,426,37,113
262,425,38,115
261,424,39,117
261,428,39,117
261,428,39,117
262,429,38,115
262,429,38,115
258,430,37,113
259,432,36,110
259,433,36,108
259,428,36,110
259,424,36,110
259,428,36,110
259,428,36,110
259,428,36,110
259,428,36,110
259,428,36,110
259,428,36,110
259,432,36,110
259,432,36,110
259,436,36,110
259,440,36,110
259,440,36,110
259,440,36,110
259,440,36,110
259,440,36,110
259,440,36,110
259,440,36,110
259,440,36,110
259,436,36,110
259,436,36,110
258,434,37,113
258,434,37,113
258,434,37,113
258,438,37,113
258,438,37,113
258,437,38,115
257,436,39,117
258,441,38,115
258,437,38,115
258,437,38,115
258,437,38,115
258,441,38,115
258,441,38,115
258,441,38,115
373,285,38,115
373,285,38,115
373,285,38,115
373,285,38,115
373,285,38,115
373,285,38,115
373,289,38,115
383,311,38,115
383,311,38,115
383,311,38,115
383,311,38,115
383,311,38,115
383,315,38,115
383,311,38,115
383,311,38,115
378,245,38,115
378,245,38,115
378,245,38,115
378,241,38,115
378,241,38,115
378,241,38,115
378,241,38,115
378,241,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,237,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
378,233,38,115
315,262,38,115
315,262,38,115
315,262,38,115
315,266,38,115
315,266,38,115
315,266,38,115
315,266,38,115
315,266,38,115
319,262,38,115
319,262,38,115
390,282,38,115
394,286,38,115
394,290,38,115
394,290,38,115
394,290,38,115
394,290,38,115
394,286,38,115
394,282,38,115
394,282,38,115
394,282,38,115
394,282,38,115
394,278,38,115
394,278,38,115
394,278,38,115
394,278,38,115
394,278,38,115
393,281,39,117
393,280,39,120
393,284,39,120
393,284,39,120
406,300,39,120
406,300,39,120
364,330,39,120
364,330,39,120
343,322,39,120
343,322,39,120
343,322,39,120
343,322,39,120
343,322,39,120
314,325,39,120
314,325,39,120
314,325,39,120
314,325,39,120
298,326,39,120
298,326,39,120
298,326,39,120
298,322,39,120
298,322,39,120
298,322,39,120
298,322,39,120
298,322,39,120
298,322,39,120
298,322,39,120
298,322,39,120
298,317,40,122
298,317,40,122
298,317,40,122
298,313,40,122
298,313,40,122
297,316,41,124
412,340,41,124
412,340,41,124
412,340,41,124
412,340,41,124
412,340,41,124
412,340,41,124
412,340,41,124
413,341,40,122
413,341,40,122
413,341,40,122
412,336,41,124
412,336,41,124
413,337,40,122
413,337,40,122
412,340,41,124
412,344,41,124
412,348,41,124
412,352,41,124
412,350,42,127
412,356,41,124
412,356,41,124
412,360,41,124
412,364,41,124
441,349,42,127
441,355,41,124
457,350,41,124
457,350,41,124
426,83,41,124
426,83,41,124
426,83,41,124
442,58,41,124
442,58,41,124
442,58,41,124
442,58,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,66,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
442,62,41,124
450,126,41,124
450,126,41,124
450,126,41,124
450,126,41,124
450,126,41,124
450,130,41,124
450,130,41,124
450,130,41,124
450,130,41,124
450,126,41,124
450,126,41,124
450,126,41,124
450,126,41,124
450,122,41,124
450,122,41,124
371,136,41,124
371,136,41,124
371,136,41,124
371,136,41,124
371,136,41,124
371,136,41,124
371,136,41,124
375,136,41,124
375,136,41,124
379,136,41,124
383,136,41,124
387,140,41,124
387,140,41,124
387,140,41,124
387,140,41,124
387,140,41,124
387,140,41,124
387,140,41,124
387,140,41,124
397,165,41,124
397,161,41,124
397,161,41,124
397,165,41,124
287,193,41,124
287,193,41,124
287,193,41,124
300,176,41,124
300,176,41,124
300,176,41,124
296,176,41,124
296,176,41,124
292,176,41,124
292,176,41,124
288,176,41,124
288,176,41,124
288,176,41,124
288,176,41,124
